Deep zone till,17.00,L/ha,McLaughlin  N.B.  C.F. Drury  W.D. Reynolds  X.M. Yang  Y.X.Li  T.W. Welacky and G. Steward. 2008. Energy inputs for conservation and conventional primary tillage implements in a clay loam soil. Trans. ASABE Vol51(4): 1153-1163.,,,,,,,,,,,,,,
Chisel sweep,18.20,L/ha,McLaughlin  N.B.  C.F. Drury  W.D. Reynolds  X.M. Yang  Y.X.Li  T.W. Welacky and G. Steward. 2008. Energy inputs for conservation and conventional primary tillage implements in a clay loam soil. Trans. ASABE Vol51(4): 1153-1163.,,,,,,,,,,,,,,
Shallow zone till,6.50,L/ha,McLaughlin  N.B.  C.F. Drury  W.D. Reynolds  X.M. Yang  Y.X.Li  T.W. Welacky and G. Steward. 2008. Energy inputs for conservation and conventional primary tillage implements in a clay loam soil. Trans. ASABE Vol51(4): 1153-1163.,,,,,,,,,,,,,,
Fluted coulter,3.90,L/ha,McLaughlin  N.B.  C.F. Drury  W.D. Reynolds  X.M. Yang  Y.X.Li  T.W. Welacky and G. Steward. 2008. Energy inputs for conservation and conventional primary tillage implements in a clay loam soil. Trans. ASABE Vol51(4): 1153-1163.,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Disc ,7.08,,,,,,,,,,,,,,,,
No. estimates in the population,6.00,,,,,,,,,,,,,,,,
Standard Deviation,1.30,,,,,,,,,,,,,,,,
Mean,7.08,,,,,,,,,,,,,,,,
95% confidence region,1.04,,,,,,,,,,,,,,,,
Disk plow 1,7.40,L/ha,Shelton  D.P.  K. Von Burgen  A.S. Al-Jiburi.1980. Nebraska on-farm fuel use survey. Trans ASAE 23:1089-92.,,,,,,,,,,,,,,
Disk plow 2,6.10,L/ha,Lockeretz  W.1983.Energy implications of conservation tillage. J Soil Water Conserv. pp. 207-11.,,,,,,,,,,,,,,
Disk plow 3,8.01,L/ha,Schrock  M.D.  J.K. Kramer  S.J. Clark. 1985. Fuel requirements for field operations in Kansas. Trans ASAE 28:669-874.,,,,,,,,,,,,,,
Disk plow 4,7.15,L/ha,Bowers  C.G. 1989. Tillage draft and energy measurements for twelve southeastern soil series. Trans ASAE 32 1492-502.,,,,,,,,,,,,,,
Disk plow 5,8.70,L/ha,Helsel  Z. and T. Oguntunde. 1981. Fuel requirements for field operations. Energy facts. Cooperative Extension Service Michigan State University. Extension Bulletin E-1535.,,,,,,,,,,,,,,
Disk plow 7,5.10,L/ha,Ayres  G.E. 2000. Fuel required for field operations - Iowa State University,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Field cultivate,6.69,,,,,,,,,,,,,,,,
No. estimates in the population,5.00,,,,,,,,,,,,,,,,
Standard Deviation,2.36,,,,,,,,,,,,,,,,
Mean,6.69,,,,,,,,,,,,,,,,
95% confidence region,2.07,,,,,,,,,,,,,,,,
Field cultivate 1,6.30,L/ha,Ayres  G.E. 2000. Fuel required for field operations - Iowa State University,,,,,,,,,,,,,,
Field cultivate 2,7.30,L/ha,Helsel  Z. and T. Oguntunde. 1981. Fuel requirements for field operations. Energy facts. Cooperative Extension Service Michigan State University. Extension Bulletin E-1535.,,,,,,,,,,,,,,
Field cultivate 3,5.60,L/ha,Downs  H.W.2007. Estimating Farm fuel requirements.Colorado State.  http://www.ext2.colostate.edu/PUBS/FARMMGT/05006.html,,,,,,,,,,,,,,
Field cultivate 4,10.30,L/ha,Vaughan  D.H.  E.S.Smith and H.A. Hughes. 1977. Energy requirements of reduced tillage practices for corn and soybean production in virginia.In: Lockeretz W. Agriculture and energy. Academic press. pp. 245-60,,,,,,,,,,,,,,
Field cultivate 5,3.93,L/ha,Frye  W.W. S.H. Phillips.1981. How to grow crops with less energy. In Cutting energy costs (1980 yearbook of agriculture). J. Hayes(editor). U.S. Dept.Agric. Washington DC.,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Fertilizer / chemical  application,1.66,,,,,,,,,,,,,,,,
No. estimates in the population,7.00,,,,,,,,,,,,,,,,
Standard Deviation,0.78,,,,,,,,,,,,,,,,
Mean,1.66,,,,,,,,,,,,,,,,
95% confidence region,0.58,,,,,,,,,,,,,,,,
Pesticide application 1,3.09,L/ha,Helsel  Z. and T. Oguntunde. 1981. Fuel requirements for field operations. Energy facts. Cooperative Extension Service Michigan State University. Extension Bulletin E-1535.,,,,,,,,,,,,,,
Pesticide application 2,1.20,L/ha,West  T. O.  and G. Marland. 2002. A synthesis of carbon sequestration  carbon emissions  and net carbon flux in agriculture: comparing tillage practices in the United States.Agriculture  Ecosystems & Environment 91:217–232.,,,,,,,,,,,,,,
Pesticide application 3,0.90,L/ha,Ayres  G.E. 2000. Fuel required for field operations - Iowa State University,,,,,,,,,,,,,,
Pesticide application 4,1.90,L/ha,Lobb  D.  1989. A study of the impact of no-till on tractor fuel cost vs. crop returns. Agricultural Energy Centre  Guelph  Ont.  19PP.,,,,,,,,,,,,,,
Pesticide application 5,1.12,L/ha,Vaughan  D.H.  E.S.Smith and H.A. Hughes. 1977. Energy requirements of reduced tillage practices for corn and soybean production in virginia.In: Lockeretz W. Agriculture and energy. Academic press. pp. 245-60,,,,,,,,,,,,,,
Pesticide application 6,1.21,L/ha,Frye  W.W. S.H. Phillips.1981. How to grow crops with less energy. In Cutting energy costs (1980 yearbook of agriculture). J. Hayes(editor). U.S. Dept.Agric. Washington DC.,,,,,,,,,,,,,,
Pesticide application 7,2.20,L/ha,Nix J.1996. Farm Management Pocketbook. Wye College  University of London.,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Fertilizer application,4.65,,,,,,,,,,,,,,,,
No. estimates in the population,6.00,,,,,,,,,,,,,,,,
Standard Deviation,3.10,,,,,,,,,,,,,,,,
Mean,4.65,,,,,,,,,,,,,,,,
95% confidence region,2.48,,,,,,,,,,,,,,,,
Fertilizer application 1,2.81,L/ha,Helsel  Z. and T. Oguntunde. 1981. Fuel requirements for field operations. Energy facts. Cooperative Extension Service Michigan State University. Extension Bulletin E-1535.,,,,,,,,,,,,,,
Fertilizer application 2,9.80,L/ha,West  T. O.  and G. Marland. 2002. A synthesis of carbon sequestration  carbon emissions  and net carbon flux in agriculture: comparing tillage practices in the United States.Agriculture  Ecosystems & Environment 91:217–232.,,,,,,,,,,,,,,
Fertilizer application 3,1.58,L/ha,Adler  P.R.  Del Grosso  S.  Parton  W.J. 2007. Life-cycle assessment of net greenhouse-gas flux for bioenergy cropping systems. Ecological applications 17(3) pp. 675-691.,IFSM fuel consumption based on ASAE 2000 standards,,,,,,,,,,,,,
Fertilizer application 4,5.43,L/ha,Stout  B.A.1984.Energy use and management in agriculture. Massachusetts: Breton;,,,,,,,,,,,,,,
Fertilizer application 5,6.10,L/ha,Downs  H.W.2007. Estimating Farm fuel requirements.Colorado State.  http://www.ext2.colostate.edu/PUBS/FARMMGT/05006.html,,,,,,,,,,,,,,
Fertilizer application 6,2.20,L/ha,Nix J.1996. Farm Management Pocketbook. Wye College  University of London.,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Knife down ammonia,7.97,L/ha,Lal  R. 2004. Carbon emissions from farm operations. Environmental International 30  pp. 981 - 990.,,,,,,,,,,,,,,
Knife in fertilizer,5.40,L/ha,Helsel  Z. and T. Oguntunde. 1981. Fuel requirements for field operations. Energy facts. Cooperative Extension Service Michigan State University. Extension Bulletin E-1535.,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Planting into prepared seedbed,4.69,,,,,,,,,,,,,,,,
No. estimates in the population,8.00,,,,,,,,,,,,,,,,
Standard Deviation,0.40,,,,,,,,,,,,,,,,
Mean,4.69,,,,,,,,,,,,,,,,
95% confidence region,0.28,,,,,,,,,,,,,,,,
Planter 1,4.40,L/ha,Ayres  G.E. 2000. Fuel required for field operations - Iowa State University,,,,,,,,,,,,,,
Planter 2,4.70,L/ha,Downs  H.W.2007. Estimating Farm fuel requirements.Colorado State.  http://www.ext2.colostate.edu/PUBS/FARMMGT/05006.html,,,,,,,,,,,,,,
Planter 3,4.65,L/ha,Lockeretz  W.1983.Energy implications of conservation tillage. J Soil Water Conserv. pp. 207-11.,,,,,,,,,,,,,,
Planter 4,4.90,L/ha,West  T. O.  and G. Marland. 2002. A synthesis of carbon sequestration  carbon emissions  and net carbon flux in agriculture: comparing tillage practices in the United States.Agriculture  Ecosystems & Environment 91:217–232.,,,,,,,,,,,,,,
Planter 5,4.64,L/ha,Adler  P.R.  Del Grosso  S.  Parton  W.J. 2007. Life-cycle assessment of net greenhouse-gas flux for bioenergy cropping systems. Ecological applications 17(3) pp. 675-691.,,,,,,,,,,,,,,
Planter 6,4.80,L/ha,Helsel  Z. and T. Oguntunde. 1981. Fuel requirements for field operations. Energy facts. Cooperative Extension Service Michigan State University. Extension Bulletin E-1535.,,,,,,,,,,,,,,
Planter 7,5.43,L/ha,Vaughan  D.H.  E.S.Smith and H.A. Hughes. 1977. Energy requirements of reduced tillage practices for corn and soybean production in virginia.In: Lockeretz W. Agriculture and energy. Academic press. pp. 245-60,,,,,,,,,,,,,,
Planter 8,4.02,L/ha,Frye  W.W. S.H. Phillips.1981. How to grow crops with less energy. In Cutting energy costs (1980 yearbook of agriculture). J. Hayes(editor). U.S. Dept.Agric. Washington DC.,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Drilling into prepared seedbed,3.71,,,,,,,,,,,,,,,,
No. estimates in the population,5.00,,,,,,,,,,,,,,,,
Standard Deviation,0.90,,,,,,,,,,,,,,,,
Mean,3.71,,,,,,,,,,,,,,,,
95% confidence region,0.79,,,,,,,,,,,,,,,,
Graindrill 1,2.80,L/ha,Ayres  G.E. 2000. Fuel required for field operations - Iowa State University,,,,,,,,,,,,,,
Graindrill 2,3.30,L/ha,Downs  H.W.2007. Estimating Farm fuel requirements.Colorado State.  http://www.ext2.colostate.edu/PUBS/FARMMGT/05006.html,,,,,,,,,,,,,,
Graindrill 3,3.70,L/ha,Lockeretz  W.1983.Energy implications of conservation tillage. J Soil Water Conserv. pp. 207-11.,,,,,,,,,,,,,,
Graindrill 4,5.20,L/ha,,,,,,,,,,,,,,,
Graindrill 5,3.57,L/ha,Adler  P.R.  Del Grosso  S.  Parton  W.J. 2007. Life-cycle assessment of net greenhouse-gas flux for bioenergy cropping systems. Ecological applications 17(3) pp. 675-691.,IFSM fuel consumption based on ASAE 2000 standards,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Planting into no-till seedbed,6.98,,,,,,,,,,,,,,,,
No. estimates in the population,8.00,,,,,,,,,,,,,,,,
Standard Deviation,3.35,,,,,,,,,,,,,,,,
Mean,6.98,,,,,,,,,,,,,,,,
95% confidence region,2.32,,,,,,,,,,,,,,,,
No-till 1,4.20,L/ha,Ayres  G.E. 2000. Fuel required for field operations - Iowa State University,,,,,,,,,,,,,,
No-till 2,3.30,L/ha,Downs  H.W.2007. Estimating Farm fuel requirements.Colorado State.  http://www.ext2.colostate.edu/PUBS/FARMMGT/05006.html,,,,,,,,,,,,,,
No-till 3,7.50,L/ha,Lockeretz  W.1983.Energy implications of conservation tillage. J Soil Water Conserv. pp. 207-11.,,,,,,,,,,,,,,
No-till 4,11.25,L/ha,Adler  P.R.  Del Grosso  S.  Parton  W.J. 2007. Life-cycle assessment of net greenhouse-gas flux for bioenergy cropping systems. Ecological applications 17(3) pp. 675-691.,,,,,,,,,,,,,,
No-till 5,6.40,L/ha,Helsel  Z. and T. Oguntunde. 1981. Fuel requirements for field operations. Energy facts. Cooperative Extension Service Michigan State University. Extension Bulletin E-1535.,,,,,,,,,,,,,,
No-till 6,12.64,L/ha,Collins  N.E.  L.J.Kemble and T.H. Williams. 1977. Energy requirements for tillage on coastal plains soils. In: Lockeretz W. Agriculture and energy. pp.233-43.,,,,,,,,,,,,,,
No-till 7,5.90,L/ha,Vaughan  D.H.  E.S.Smith and H.A. Hughes. 1977. Energy requirements of reduced tillage practices for corn and soybean production in virginia.In: Lockeretz W. Agriculture and energy. Academic press. pp. 245-60,,,,,,,,,,,,,,
No-till 8,4.68,L/ha,Frye  W.W. S.H. Phillips.1981. How to grow crops with less energy. In Cutting energy costs (1980 yearbook of agriculture). J. Hayes(editor). U.S. Dept.Agric. Washington DC.,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
No-till grain drill,8.53,L/ha,Adler  P.R.  Del Grosso  S.  Parton  W.J. 2007. Life-cycle assessment of net greenhouse-gas flux for bioenergy cropping systems. Ecological applications 17(3) pp. 675-691.,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Weed control,,,,,,,,,,,,,,,,,
Cultivation,4.00,,,,,,,,,,,,,,,,
No. estimates in the population,7.00,,,,,,,,,,,,,,,,
Standard Deviation,0.59,,,,,,,,,,,,,,,,
Mean,4.00,,,,,,,,,,,,,,,,
95% confidence region,0.44,,,,,,,,,,,,,,,,
Cultivator 1,3.65,L/ha,Helsel  Z. and T. Oguntunde. 1981. Fuel requirements for field operations. Energy facts. Cooperative Extension Service Michigan State University. Extension Bulletin E-1535.,,,,,,,,,,,,,,
Cultivator 2,3.70,L/ha,Ayres  G.E. 2000. Fuel required for field operations - Iowa State University,,,,,,,,,,,,,,
Cultivator 3,4.20,L/ha,Downs  H.W.2007. Estimating Farm fuel requirements.Colorado State.  http://www.ext2.colostate.edu/PUBS/FARMMGT/05006.html,,,,,,,,,,,,,,
Cultivator 4,4.20,L/ha,Lockeretz  W.1983.Energy implications of conservation tillage. J Soil Water Conserv. pp. 207-11.,,,,,,,,,,,,,,
Cultivator 5,3.80,L/ha,Lobb  D.  1989. A study of the impact of no-till on tractor fuel cost vs. crop returns. Agricultural Energy Centre  Guelph  Ont.  19PP.,,,,,,,,,,,,,,
Cultivator 6,3.30,L/ha,West  T. O.  and G. Marland. 2002. A synthesis of carbon sequestration  carbon emissions  and net carbon flux in agriculture: comparing tillage practices in the United States.Agriculture  Ecosystems & Environment 91:217–232.,,,,,,,,,,,,,,
Cultivator 7,5.12,L/ha,Adler  P.R.  Del Grosso  S.  Parton  W.J. 2007. Life-cycle assessment of net greenhouse-gas flux for bioenergy cropping systems. Ecological applications 17(3) pp. 675-691.,IFSM fuel consumption based on ASAE 2000 standards,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Rolling Cultivator,3.30,L/ha,Downs  H.W.2007. Estimating Farm fuel requirements.Colorado State.  http://www.ext2.colostate.edu/PUBS/FARMMGT/05006.html,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Rotary Hoeing,2.33,,,,,,,,,,,,,,,,
No. estimates in the population,4.00,,,,,,,,,,,,,,,,
Standard Deviation,0.42,,,,,,,,,,,,,,,,
Mean,2.33,,,,,,,,,,,,,,,,
95% confidence region,0.41,,,,,,,,,,,,,,,,
Rotary roe 1,2.20,L/ha,Helsel  Z. and T. Oguntunde. 1981. Fuel requirements for field operations. Energy facts. Cooperative Extension Service Michigan State University. Extension Bulletin E-1535.,,,,,,,,,,,,,,
Rotary roe 2,1.90,L/ha,Ayres  G.E. 2000. Fuel required for field operations - Iowa State University,,,,,,,,,,,,,,
Rotary roe 3,2.30,L/ha,Downs  H.W.2007. Estimating Farm fuel requirements.Colorado State.  http://www.ext2.colostate.edu/PUBS/FARMMGT/05006.html,,,,,,,,,,,,,,
Rotary roe 4,2.90,L/ha,Lobb  D.  1989. A study of the impact of no-till on tractor fuel cost vs. crop returns. Agricultural Energy Centre  Guelph  Ont.  19PP.,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Cultipacker,6.78,,,,,,,,,,,,,,,,
No. estimates in the population,2.00,,,,,,,,,,,,,,,,
Standard Deviation,2.30,,,,,,,,,,,,,,,,
Mean,6.78,,,,,,,,,,,,,,,,
95% confidence region,3.18,,,,,,,,,,,,,,,,
Seedbed conditioner 1,8.40,L/ha,Ayres  G.E. 2000. Fuel required for field operations - Iowa State University,,,,,,,,,,,,,,
Seedbed conditioner 2,5.15,L/ha,Adler  P.R.  Del Grosso  S.  Parton  W.J. 2007. Life-cycle assessment of net greenhouse-gas flux for bioenergy cropping systems. Ecological applications 17(3) pp. 675-691.,IFSM fuel consumption based on ASAE 2000 standards,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Spring tooth harrow,4.31,,,,,,,,,,,,,,,,
No. estimates in the population,5.00,,,,,,,,,,,,,,,,
Standard Deviation,1.76,,,,,,,,,,,,,,,,
Mean,4.31,,,,,,,,,,,,,,,,
95% confidence region,1.54,,,,,,,,,,,,,,,,
Spring tooth harrow 1,6.80,L/ha,Helsel  Z. and T. Oguntunde. 1981. Fuel requirements for field operations. Energy facts. Cooperative Extension Service Michigan State University. Extension Bulletin E-1535.,,,,,,,,,,,,,,
Spring tooth harrow 2,3.70,L/ha,Downs  H.W.2007. Estimating Farm fuel requirements.Colorado State.  http://www.ext2.colostate.edu/PUBS/FARMMGT/05006.html,,,,,,,,,,,,,,
Spring tooth harrow 3,2.80,L/ha,Lockeretz  W.1983.Energy implications of conservation tillage. J Soil Water Conserv. pp. 207-11.,,,,,,,,,,,,,,
Spring tooth harrow 4,5.43,L/ha,Vaughan  D.H.  E.S.Smith and H.A. Hughes. 1977. Energy requirements of reduced tillage practices for corn and soybean production in virginia.In: Lockeretz W. Agriculture and energy. Academic press. pp. 245-60,,,,,,,,,,,,,,
Spike tooth harrow 1,2.80,L/ha,Downs  H.W.2007. Estimating Farm fuel requirements.Colorado State.  http://www.ext2.colostate.edu/PUBS/FARMMGT/05006.html,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Mulch treader,2.80,L/ha,Downs  H.W.2007. Estimating Farm fuel requirements.Colorado State.  http://www.ext2.colostate.edu/PUBS/FARMMGT/05006.html,,,,,,,,,,,,,,
Mulch tiller,8.50,L/ha,Nix J.1996. Farm Management Pocketbook. Wye College  University of London.,,,,,,,,,,,,,,
Rod weeder,2.80,L/ha,Downs  H.W.2007. Estimating Farm fuel requirements.Colorado State.  http://www.ext2.colostate.edu/PUBS/FARMMGT/05006.html,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Forage harvesting,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Mower,5.07,,,,,,,,,,,,,,,,
No. estimates in the population,4.00,,,,,,,,,,,,,,,,
Standard Deviation,2.37,,,,,,,,,,,,,,,,
Mean,5.07,,,,,,,,,,,,,,,,
95% confidence region,2.32,,,,,,,,,,,,,,,,
Mower 1,2.80,L/ha,Ayres  G.E. 2000. Fuel required for field operations - Iowa State University,,,,,,,,,,,,,,
Mower 2,3.30,L/ha,Downs  H.W.2007. Estimating Farm fuel requirements.Colorado State.  http://www.ext2.colostate.edu/PUBS/FARMMGT/05006.html,,,,,,,,,,,,,,
Mower (rotary) 3,7.50,L/ha,Downs  H.W.2007. Estimating Farm fuel requirements.Colorado State.  http://www.ext2.colostate.edu/PUBS/FARMMGT/05006.html,,,,,,,,,,,,,,
Mower 4,6.69,L/ha,Adler  P.R.  Del Grosso  S.  Parton  W.J. 2007. Life-cycle assessment of net greenhouse-gas flux for bioenergy cropping systems. Ecological applications 17(3) pp. 675-691.,IFSM fuel consumption based on ASAE 2000 standards,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Mower conditioner 1,6.73,L/ha,Helsel  Z. and T. Oguntunde. 1981. Fuel requirements for field operations. Energy facts. Cooperative Extension Service Michigan State University. Extension Bulletin E-1535.,,,,,,,,,,,,,,
Mower conditioner 2,5.10,L/ha,Ayres  G.E. 2000. Fuel required for field operations - Iowa State University,,,,,,,,,,,,,,
Mower conditioner 3,5.60,L/ha,Downs  H.W.2007. Estimating Farm fuel requirements.Colorado State.  http://www.ext2.colostate.edu/PUBS/FARMMGT/05006.html,,,,,,,,,,,,,,
Self propelled windrower 1,4.20,L/ha,Ayres  G.E. 2000. Fuel required for field operations - Iowa State University,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Rake,2.28,,,,,,,,,,,,,,,,
No. estimates in the population,4.00,,,,,,,,,,,,,,,,
Standard Deviation,1.44,,,,,,,,,,,,,,,,
Mean,2.28,,,,,,,,,,,,,,,,
95% confidence region,1.41,,,,,,,,,,,,,,,,
Rake 1,4.30,L/ha,Helsel  Z. and T. Oguntunde. 1981. Fuel requirements for field operations. Energy facts. Cooperative Extension Service Michigan State University. Extension Bulletin E-1535.,,,,,,,,,,,,,,
Rake 2,2.30,L/ha,Downs  H.W.2007. Estimating Farm fuel requirements.Colorado State.  http://www.ext2.colostate.edu/PUBS/FARMMGT/05006.html,,,,,,,,,,,,,,
Rake 3,1.11,L/ha,Adler  P.R.  Del Grosso  S.  Parton  W.J. 2007. Life-cycle assessment of net greenhouse-gas flux for bioenergy cropping systems. Ecological applications 17(3) pp. 675-691.,,,,,,,,,,,,,,
Rake (tandem) 3,1.40,L/ha,Ayres  G.E. 2000. Fuel required for field operations - Iowa State University,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Baler,5.80,,,,,,,,,,,,,,,,
No. estimates in the population,6.00,,,,,,,,,,,,,,,,
Standard Deviation,1.56,,,,,,,,,,,,,,,,
Mean,5.80,,,,,,,,,,,,,,,,
95% confidence region,1.25,,,,,,,,,,,,,,,,
Baler 1,6.08,L/ha,Helsel  Z. and T. Oguntunde. 1981. Fuel requirements for field operations. Energy facts. Cooperative Extension Service Michigan State University. Extension Bulletin E-1535.,,,,,,,,,,,,,,
Baler 2,3.70,L/ha,Ayres  G.E. 2000. Fuel required for field operations - Iowa State University,,,,,,,,,,,,,,
Baler 3,4.20,L/ha,Downs  H.W.2007. Estimating Farm fuel requirements.Colorado State.  http://www.ext2.colostate.edu/PUBS/FARMMGT/05006.html,,,,,,,,,,,,,,
Baler 4,7.48,L/ha,Stout  B.A.1984.Energy use and management in agriculture. Massachusetts: Breton;,,,,,,,,,,,,,,
Baler 5,7.32,L/ha,Adler  P.R.  Del Grosso  S.  Parton  W.J. 2007. Life-cycle assessment of net greenhouse-gas flux for bioenergy cropping systems. Ecological applications 17(3) pp. 675-691.,,,,,,,,,,,,,,
Baler 6,6.00,L/ha,Nix J.1996. Farm Management Pocketbook. Wye College  University of London.,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Round Baler,6.8,,,,,,,,,,,,,,,,
No. estimates in the population,5.0,,,,,,,,,,,,,,,,
Standard Deviation,0.7,,,,,,,,,,,,,,,,
Mean,6.8,,,,,,,,,,,,,,,,
95% confidence region,0.6,,,,,,,,,,,,,,,,
Round Baler 1,6.1,L/ha,Helsel  Z. and T. Oguntunde. 1985. Fuel requirements for field operations. Energy facts. Cooperative Extension Service Michigan State University. Extension Bulletin E-1535.,,,,,,,,,,,,,,
Round Baler 4,7.5,L/ha,Stout  B.A.  1984. Energy use and management in agriculture. Breton Publishers  North Scituate  MA.,,,,,,,,,,,,,,
Round Baler 5,7.3,L/ha,Adler  P.R.  Del Grosso  S.  Parton  W.J. 2007. Life-cycle assessment of net greenhouse-gas flux for bioenergy cropping systems. Ecological applications 17(3) pp. 675-691.,,,,,,,,,,,,,,
Round Baler 6,6.0,L/ha,Nix J.1996. Farm Management Pocketbook. Wye College  University of London.,,,,,,,,,,,,,,
Round Baler 7,7.2,L/ha,Lazarus  W. 2007. Machinery cost estimates. University of Minnesota. Available at: http://www.extension.umn.edu/distribution/businessmanagement/DF6696.pdf .,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Square Baler,3.9,,,,,,,,,,,,,,,,
No. estimates in the population,2.0,,,,,,,,,,,,,,,,
Standard Deviation,0.3,,,,,,,,,,,,,,,,
Mean,3.9,,,,,,,,,,,,,,,,
95% confidence region,0.4,,,,,,,,,,,,,,,,
Square Baler 1,3.7,L/ha,Ayres  G.E. 2000. Fuel required for field operations - Iowa State University,,,,,,,,,,,,,,
Square Baler 2,4.2,L/ha,Downs  H.W.  Hansen  R.W.  2006. Estimating farm fuel requirements. Colorado State University Cooperative Extension  Fort Collins  CO.,,,,,,,,,,,,,,
Square Baler 3,3.7,L/ha,Lazarus  W. 2007  2011. Machinery cost estimates. University of Minnesota. Available at: http://www.extension.umn.edu/distribution/businessmanagement/DF6696.pdf .,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Round Baler with wrap,3.3,L/ha,Lazarus  W. 2011. Machinery cost estimates. University of Minnesota. Available at: http://www.extension.umn.edu/distribution/businessmanagement/DF6696.pdf .,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Corn Stover Baler,7.6,,,,,,,,,,,,,,,,
No. estimates in the population,2.0,,,,,,,,,,,,,,,,
Standard Deviation,6.2,,,,,,,,,,,,,,,,
Mean,7.6,,,,,,,,,,,,,,,,
95% confidence region,8.6,,,,,,,,,,,,,,,,
Corn Stover Baling,4.5,L/ha,Lazarus  W. 2011. Machinery cost estimates. University of Minnesota. Available at: http://www.extension.umn.edu/distribution/businessmanagement/DF6696.pdf .,,,,,,,,,,,,,,
Corn Stover Baling,3.51,L/ha,Adler  P.R.  Del Grosso  S.  Parton  W.J. 2007. Life-cycle assessment of net greenhouse-gas flux for bioenergy cropping systems. Ecological applications 17(3) pp. 675-691.,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Forage harv.+green chop 1,14.68,L/ha,Helsel  Z. and T. Oguntunde. 1981. Fuel requirements for field operations. Energy facts. Cooperative Extension Service Michigan State University. Extension Bulletin E-1535.,,,,,,,,,,,,,,
Forage harv.+green chop 2,7.90,L/ha,Ayres  G.E. 2000. Fuel required for field operations - Iowa State University,,,,,,,,,,,,,,
Forage harv.+green chop 3,8.90,L/ha,Downs  H.W.2007. Estimating Farm fuel requirements.Colorado State.  http://www.ext2.colostate.edu/PUBS/FARMMGT/05006.html,,,,,,,,,,,,,,
Forage harv.+green chop 4,3.7 - 9.4,L/ha,Lockeretz  W.1983.Energy implications of conservation tillage. J Soil Water Conserv. pp. 207-11.,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Corn silage harvest,31.2,,,,,,,,,,,,,,,,
No. estimates in the population,4,,,,,,,,,,,,,,,,
Standard Deviation,1.838867405,,,,,,,,,,,,,,,,
Mean,31.205,,,,,,,,,,,,,,,,
95% confidence region,1.8,,,,,,,,,,,,,,,,
corn silage 1,29.4,L/ha,Stout  B.A.  1984. Energy use and management in agriculture. Breton Publishers  North Scituate  MA.,,,,,,,,,,,,,,
corn silage 2,30.4,L/ha,Ayres  G.E. 2000. Fuel required for field operations - Iowa State University,,,,,,,,,,,,,,
corn silage 3,31.32,L/ha,Lazarus  W. 2007. Machinery cost estimates. University of Minnesota. Available at: http://www.extension.umn.edu/distribution/businessmanagement/DF6696.pdf .,,,,,,,,,,,,,,
corn silage 4,33.7,L/ha,Downs  H.W.  Hansen  R.W.  2006. Estimating farm fuel requirements. Colorado State University Cooperative Extension  Fort Collins  CO.,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Alfalfa Silage Harvester,,,AVG.,,,,,,,,,,,,,,
green forage 1,8.9,L/ha,Downs  H.W.  Hansen  R.W.  2006. Estimating farm fuel requirements. Colorado State University Cooperative Extension  Fort Collins  CO.,,,,,,,,,,,,,,
green forage 2,8.0,L/ha,Ayres  G.E. 2000. Fuel required for field operations - Iowa State University,,,,,,,,,,,,,,
haylage 1,11.7,L/ha,Downs  H.W.  Hansen  R.W.  2006. Estimating farm fuel requirements. Colorado State University Cooperative Extension  Fort Collins  CO.,,,,,,,,,,,,,,
haylage 2,10.8,L/ha,Ayres  G.E. 2000. Fuel required for field operations - Iowa State University,,,,,,,,,,,,,,
Swather,5.10,L/ha,Downs  H.W.2007. Estimating Farm fuel requirements.Colorado State.  http://www.ext2.colostate.edu/PUBS/FARMMGT/05006.html,,,,,,,,,,,,,,
